redshift    median_ri     lambda
     0.574079     0.879787      41.6198
     0.616840     0.952612      35.5178
     0.572332     0.854553      40.6587
     0.379385     0.548962      32.6499
     0.420931     0.578138      39.6977
     0.620223     0.950375      36.7840
     0.495450     0.704880      31.7346
     0.572204     0.846867      44.2284
     0.343230     0.538452      31.1091
     0.546778     0.796600      35.2890
     0.564226     0.847155      36.0822
     0.440417     0.610489      33.5194
     0.375052     0.557463      39.0569
     0.346955     0.526337      32.6193
     0.403824     0.563242      33.4889
     0.403821     0.569250      40.1401
     0.556909     0.819500      34.2821
     0.523808     0.761803      36.7992
     0.389289     0.558422      38.5383
     0.492550     0.694258      39.3926
     0.494244     0.682878      36.8145
     0.552934     0.801138      44.1063
     0.556507     0.815552      35.4110
     0.551673     0.801527      34.0076
     0.424581     0.584398      34.6178
     0.355086     0.543365      31.6278
     0.477651     0.679077      33.6567
     0.599435     0.902878      53.8085
     0.550154     0.799194      31.1701
     0.662163      1.04985      41.9859
     0.396420     0.564148      30.4989
     0.600250     0.934708      38.2637
     0.382898     0.562634      34.9534
     0.318685     0.517761      30.3006
     0.270249     0.477753      32.5736
     0.522767     0.748117      32.0244
     0.264450     0.470739      32.4973
     0.583730     0.876915      38.9044
     0.475551     0.661869      38.3095
     0.584976     0.882025      36.4789
     0.305541     0.507914      32.6651
     0.550800     0.798143      36.0365
     0.249610     0.459946      39.8502
     0.300985     0.502384      30.1786
     0.308613     0.508038      32.7566
     0.421185     0.588234      32.2075
     0.482576     0.662628      34.3737
     0.428819     0.606623      33.1228
     0.386480     0.570921      38.5230
     0.514749     0.731291      39.1637
     0.460428     0.646976      31.1854
     0.470614     0.656300      39.2400
     0.522864     0.753695      30.1938
     0.576464     0.874559      39.0875
     0.437249     0.600395      32.1464
     0.569745     0.876812      38.5230
     0.348007     0.531792      37.7755
     0.683150      1.08888      33.3211
     0.486890     0.679474      38.4620
     0.467281     0.640982      33.4736
     0.368412     0.542000      37.0585
     0.498355     0.713545      30.7582
     0.404065     0.566404      37.4247
     0.563623     0.840239      30.4837
     0.696555      1.10678      49.1405
     0.585094     0.885361      34.5567
     0.370244     0.549389      31.0939
     0.505207     0.715021      32.3448
     0.370772     0.546000      34.2669
     0.590108     0.903759      36.9212
     0.341235     0.546947      31.6735
     0.584142     0.881758      39.2400
     0.465895     0.633768      34.6025
     0.232422     0.448839      33.4126
     0.394285     0.566889      33.5041
     0.395429     0.566610      35.2127
     0.446411     0.611139      32.8787
     0.582892     0.875595      36.8907
     0.563633     0.846334      34.2059
     0.461678     0.626667      34.9839
     0.486279     0.686516      34.2821
     0.514968     0.731501      31.5057
     0.349408     0.530483      33.6719
     0.588616     0.895021      33.4279
     0.432240     0.595598      36.1738
     0.437139     0.602715      30.7888
     0.489015     0.681330      35.7924
     0.425896     0.583675      39.2858
     0.521223     0.732496      40.2621
     0.573660     0.856554      41.8944
     0.433081     0.605341      34.1906
     0.454972     0.624456      32.2075
     0.460851     0.637621      32.3142
     0.608414     0.937859      34.9534
     0.509768     0.718857      35.2737
     0.401876     0.575583      41.6503
     0.393023     0.562298      31.1701
     0.469191     0.661621      40.2163
     0.554791     0.795242      33.7330
     0.372484     0.556097      32.3600
     0.252335     0.459759      30.9566
     0.268748     0.472633      31.3379
     0.445541     0.606590      33.9618
     0.275755     0.475075      31.3379
     0.453321     0.649910      36.9823
     0.476549     0.672821      41.0248
     0.602614     0.928083      43.4199
     0.588598     0.905945      40.0485
     0.490030     0.697687      32.2380
     0.679090      1.05374      43.4504
     0.344138     0.542494      34.8618
     0.516261     0.695004      40.5214
     0.215356     0.453505      33.0312
     0.598784     0.932501      34.4347
     0.662710      1.05359      42.3368
     0.484206     0.676102      33.6414
     0.342029     0.545109      32.6499
     0.595556     0.939381      30.5904
     0.376430     0.547438      34.9991
     0.608526     0.933517      37.4857
     0.399892     0.555759      34.0838
     0.578666     0.882072      33.4584
     0.414194     0.586292      35.4873
     0.550782     0.784664      39.4688
     0.390912     0.556038      34.9991
     0.290502     0.490145      32.0244
     0.535710     0.753553      35.4263
     0.547268     0.795361      36.4178
     0.378829     0.558073      34.0228
     0.591882     0.870539      32.8482
     0.510082     0.704884      31.2159
     0.611046     0.949829      38.2789
     0.364131     0.550535      33.0465
     0.412379     0.577492      34.4957
     0.550245     0.804745      37.0433
     0.452619     0.619740      33.3516
     0.556509     0.820755      33.1228
     0.420888     0.581980      33.5957
     0.522923     0.744545      45.4183
     0.457842     0.638321      37.2874
     0.344258     0.526093      35.3347
     0.559706     0.822979      44.9606
     0.299972     0.492191      31.3684
     0.478768     0.660645      36.2500
     0.536367     0.768440      36.4789
     0.629823     0.987490      41.3452
     0.463805     0.638458      36.5399
     0.443470     0.610285      36.6314
     0.635300     0.948702      34.7703
     0.562502     0.835070      41.0401
     0.632960     0.986664      45.7996
     0.552260     0.818300      33.8550
     0.409926     0.567268      38.6298
     0.586712     0.886671      36.5704
     0.313824     0.504498      32.7109
     0.369903     0.552641      34.6178
     0.579589     0.887777      35.8839
     0.394374     0.563856      35.6398
     0.460445     0.624813      41.2232
     0.504952     0.715366      36.0975
     0.509637     0.719938      30.8955
     0.551320     0.818813      41.1011
     0.421828     0.583931      30.8650
     0.640920     0.969831      41.7571
     0.409594     0.577127      30.5599
     0.416637     0.585445      35.1212
     0.522163     0.747562      40.2621
     0.542664     0.801611      33.2448
     0.541415     0.789238      34.7703
     0.449295     0.622084      35.3042
     0.516644     0.738005      31.6430
     0.291883     0.491026      33.1533
     0.364353     0.560364      34.7550
     0.423397     0.582455      31.0633
     0.488117     0.680368      36.1738
     0.404936     0.572128      37.0585
     0.239071     0.453667      32.5583
     0.461978     0.628695      35.3195
     0.444738     0.618162      35.5331
     0.504545     0.718525      35.0907
     0.615909     0.965557      45.7844
     0.516020     0.727655      30.4531
     0.596635     0.905319      37.8213
     0.543765     0.781199      35.3347
     0.584922     0.883963      30.3006
     0.468080     0.660467      37.1501
     0.519709     0.754461      30.3006
     0.432230     0.583929      31.9329
     0.452543     0.616547      38.4925
     0.391241     0.556355      31.0023
     0.653142      1.01817      37.9281
     0.474835     0.649673      34.1296
     0.635514     0.978498      33.3821
     0.235811     0.459122      30.3769
     0.570559     0.833857      34.7245
     0.581434     0.875811      34.7856
     0.504498     0.715645      34.3127
     0.601007     0.927942      37.2416
     0.674111      1.04028      42.5961
     0.581278     0.881113      35.1669
     0.547376     0.804594      36.1890
     0.503374     0.695801      36.2653
     0.373903     0.556545      31.5668
     0.405686     0.571083      30.2548
     0.334481     0.531563      30.2396
     0.345622     0.529150      30.6209
     0.596513     0.912691      33.5041
     0.607006     0.944159      41.3452
     0.453410     0.620884      31.2311
     0.528340     0.739853      38.3095
     0.561419     0.825930      35.2890
     0.421426     0.588434      31.7651
     0.441480     0.623156      37.7908
     0.562945     0.844545      38.5535
     0.384978     0.560959      35.2585
     0.503324     0.719873      33.3974
     0.497707     0.712399      36.3263
     0.496891     0.699636      33.5804
     0.535025     0.785503      31.3837
     0.634537     0.994333      35.5483
     0.243502     0.458918      31.3379
     0.519914     0.727942      30.3616
     0.345934     0.538675      30.4837
     0.508477     0.709957      45.5708
     0.421605     0.584820      30.5142
     0.561091     0.831242      34.5567
     0.588253     0.858980      42.9165
     0.425022     0.591396      31.0633
     0.361770     0.553087      31.3379
     0.543364     0.789377      32.9397
     0.617185     0.949081      36.5704
     0.608304     0.939684      34.9381
     0.647016      1.01529      43.0080
     0.691239      1.07528      56.6764
     0.494926     0.688290      30.5294
     0.601704     0.910122      36.7840
     0.622932     0.978310      34.0838
     0.626494     0.976839      34.2211
     0.653247      1.02249      36.5551
     0.555714     0.830414      33.6109
     0.405319     0.568939      31.9939
     0.395475     0.565401      37.4704
     0.635120      1.00320      38.5230
     0.324443     0.510527      31.3379
     0.412276     0.569424      33.2143
     0.574598     0.883698      33.7787
     0.352617     0.544373      31.2617
     0.488140     0.689741      35.1059
     0.444877     0.614798      33.7482
     0.419339     0.598324      30.1328
     0.245712     0.447071      32.4363
     0.523775     0.759071      36.9518
     0.418346     0.578257      32.9092
     0.492413     0.697941      30.1023
     0.470464     0.648609      44.3352
     0.513497     0.720058      31.5668
     0.436421     0.594526      30.5904
     0.618307     0.986420      39.2553
     0.409515     0.561424      33.1075
     0.303743     0.501799      32.4210
     0.274446     0.473047      32.8482
     0.537377     0.766115      44.8996
     0.494875     0.681332      36.0822
     0.615716     0.945263      39.9875
     0.372494     0.539789      32.4973
     0.259348     0.461172      31.3379
     0.484551     0.677368      30.9260
     0.564118     0.836498      37.5009
     0.353549     0.553122      31.9634
     0.401754     0.566423      36.3568
     0.595194     0.907488      32.7872
     0.558910     0.806002      46.3946
     0.554256     0.812628      33.2906
     0.476532     0.657471      31.8719
     0.431608     0.592474      36.2805
     0.541498     0.790453      31.5668
     0.216122     0.444866      33.6262
     0.560982     0.830784      38.9044
     0.597775     0.903326      34.6635
     0.418209     0.582592      33.5804
     0.558994     0.835390      34.4805
     0.418041     0.573092      35.3195
     0.362739     0.548615      32.2837
     0.315642     0.508686      34.7550
     0.487620     0.688503      35.0144
     0.478236     0.665546      31.2922
     0.388773     0.563488      32.1159
     0.504659     0.719475      31.4142
     0.583843     0.872181      33.0923
     0.583411     0.905954      33.0160
     0.405495     0.573189      36.0822
     0.508088     0.733168      31.3379
     0.312768     0.519011      30.3464
     0.291262     0.488447      32.3142
     0.522519     0.735987      34.0838
     0.620506     0.965672      32.7566
     0.222577     0.435942      30.4379
     0.391142     0.568846      31.0633
     0.608358     0.930502      37.0128
     0.437315     0.612148      35.6246
     0.438748     0.610966      30.4226
     0.521806     0.734303      38.8281
     0.359991     0.536917      32.2532
     0.518784     0.742691      31.2769
     0.511250     0.729517      33.2601
     0.374503     0.557055      34.0228
     0.387403     0.561008      32.2837
     0.583932     0.909622      34.7093
     0.443462     0.606810      31.7041
     0.274903     0.473354      33.0465
     0.602789     0.933544      35.7009
     0.563267     0.794781      30.5904
     0.445708     0.610010      32.4363
     0.460312     0.646599      35.2737
     0.652862     0.992022      36.8450
     0.375864     0.565289      36.8602
     0.473412     0.654413      32.9397
     0.468751     0.652411      31.8871
     0.510558     0.725294      34.9686
     0.244421     0.456995      33.0923
     0.471701     0.672083      41.2994
     0.492314     0.682623      38.9197
     0.564679     0.831448      32.4668
     0.221297     0.437338      32.4821
     0.282612     0.493431      32.9855
     0.407263     0.565666      32.9855
     0.467205     0.662529      34.0533
     0.507175     0.725677      30.7125
     0.446608     0.608717      31.9481
     0.243717     0.457285      30.2853
     0.384891     0.571840      34.0228
     0.562867     0.832926      42.8402
     0.411956     0.570814      33.4431
     0.367121     0.555927      31.4752
     0.456516     0.630333      30.4684
     0.434297     0.601091      30.2091
     0.321905     0.513771      30.2701
     0.514581     0.725845      32.8177
     0.491904     0.693415      34.8923
     0.612928     0.936352      38.3705
     0.652867      1.00785      31.3227
     0.652111     0.992847      34.0381
     0.624644     0.958414      35.9754
     0.583911     0.887445      38.5078
     0.606974     0.951303      31.8719
     0.281230     0.493904      31.7803
     0.674583      1.04302      38.4773
     0.425174     0.581978      32.2075
     0.303526     0.504076      35.5331
     0.374708     0.562950      33.4431
     0.538223     0.766125      33.3363
     0.579147     0.880943      35.6703
     0.561071     0.825642      30.8955
     0.445120     0.608576      30.2091
     0.532611     0.763115      36.5551
     0.466700     0.645815      33.4126
     0.214336     0.425344      31.3227
     0.417262     0.574406      36.0212
     0.269077     0.468271      32.3448
     0.447383     0.634758      30.9718
     0.426999     0.600033      32.0702
     0.585363     0.907089      34.7093
     0.608376     0.952641      32.9397
     0.662940      1.01842      41.2842
     0.455857     0.637785      33.4584
     0.582655     0.869308      39.6824
     0.452443     0.628160      38.1416
     0.577112     0.862226      35.7161
     0.607733     0.922089      30.8803
     0.517574     0.735998      35.1974
     0.503629     0.721794      30.5142
     0.397719     0.574387      31.5973
     0.529992     0.765858      30.4226
     0.545959     0.785978      41.4825
     0.470491     0.645430      31.0939
     0.298509     0.487745      31.3837
     0.526586     0.756609      31.7956
     0.389986     0.564795      30.2701
     0.370714     0.558935      36.3873
     0.659777      1.02489      47.5235
     0.620486     0.949793      32.9244
     0.615452     0.936760      31.8108
     0.462658     0.649851      32.8329
     0.337811     0.525785      30.8650
     0.688076      1.06530      34.3889
     0.399826     0.580214      36.6924
     0.655150      1.00346      38.8891
     0.534056     0.768515      33.3668
     0.399474     0.538813      31.5973
     0.592272     0.915314      32.2837
     0.598374     0.917049      33.3363
     0.530119     0.745230      34.2211
     0.387111     0.564533      31.5973
     0.425006     0.577702      30.9413
     0.446220     0.615345      31.1244
     0.589418     0.898817      31.7498
     0.408017     0.569616      34.7856
     0.517214     0.729225      35.4263
     0.300349     0.478422      32.9092
     0.619995     0.961626      33.1075
     0.556285     0.805386      33.2906
     0.439162     0.600836      32.0702
     0.496231     0.711948      32.5888
     0.558628     0.804724      40.6282
     0.501477     0.701988      31.1091
     0.608897     0.925306      31.6888
     0.402326     0.585552      31.5057
     0.625577     0.963663      37.5467
     0.579050     0.885801      30.3006
     0.584493     0.874670      46.1963
     0.439726     0.610420      31.6888
     0.570438     0.846779      35.6703
     0.580191     0.857508      41.9249
     0.372629     0.548023      34.2059
     0.629322     0.963980      35.0754
     0.490488     0.673819      34.2516
     0.608302     0.927694      32.9092
     0.393719     0.579918      30.2701
     0.470559     0.646437      31.4905
     0.491568     0.703192      32.9855
     0.628401     0.966442      44.6403
     0.590919     0.897890      30.9260
     0.550903     0.802153      31.3990
     0.521367     0.736406      30.3616
     0.517576     0.744741      31.9939
     0.575440     0.879313      33.1685
     0.412435     0.585531      31.5668
     0.585333     0.869560      32.5888
     0.300193     0.502283      32.7872
     0.558140     0.819820      34.6788
     0.590171     0.889412      30.9718
     0.607590     0.884205      39.3926
     0.579317     0.869678      32.8024
     0.533190     0.766022      36.7229
     0.643983      1.01111      35.0601
     0.567287     0.831678      30.1328
     0.539160     0.791403      31.1396
     0.411426     0.583315      45.4640
     0.565880     0.847595      35.2127
     0.644601      1.00404      31.9024
     0.498650     0.710360      30.2548
     0.572718     0.837269      38.6146
     0.562959     0.839754      33.2448
     0.479437     0.668358      38.0044
     0.472995     0.651194      34.1296
     0.237811     0.438604      35.2890
     0.390156     0.568172      31.7041
     0.588565     0.931204      37.1958
     0.588361     0.920639      35.8839
     0.411903     0.574165      34.8008
     0.362237     0.550177      33.1685
     0.533226     0.768530      30.4989
     0.555518     0.813395      31.5057
     0.391480     0.568268      31.5668
     0.527698     0.757587      33.7940
     0.428915     0.602720      30.1023
     0.262774     0.478949      31.4752
     0.517493     0.728342      32.6499
     0.385142     0.563728      31.7803
     0.635508      1.00548      33.2601
     0.567589     0.851175      37.6840
     0.562983     0.835268      37.1653
     0.371222     0.557247      33.5346
     0.561885     0.836969      31.2464
     0.596261     0.898161      39.8044
     0.656157      1.01304      32.7566
     0.414761     0.573915      31.9939
     0.415692     0.572832      30.5904
     0.428975     0.593077      38.9197
     0.564263     0.815334      38.0654
     0.632979     0.999746      30.5904
     0.520358     0.749180      30.7430
     0.420175     0.583267      30.2396
     0.463413     0.638920      36.6009
     0.470145     0.660809      33.7330
     0.540730     0.750351      34.9991
     0.565639     0.857748      32.7261
     0.547912     0.818094      30.7277
     0.263513     0.464224      32.2685
     0.682542      1.04940      42.8554
     0.574163     0.856567      41.3757
     0.564295     0.834093      32.3905
     0.454789     0.629114      31.7193
     0.591745     0.895937      51.5203
     0.636832     0.995520      37.8213
     0.573853     0.842098      42.3368
     0.396355     0.580561      31.0328
     0.411582     0.571695      32.8024
     0.485640     0.687634      33.7025
     0.521325     0.749546      31.9176
     0.571887     0.840286      33.0770
     0.573201     0.864063      30.0413
     0.360249     0.533800      30.2396
     0.521493     0.748428      33.8703
     0.381226     0.568130      33.1228
     0.490905     0.702532      30.5752
     0.500205     0.718760      31.8871
     0.423119     0.580130      33.4736
     0.310911     0.498550      30.0107
     0.513932     0.751385      30.3464
     0.366913     0.558689      32.8634
     0.575416     0.863838      31.3837
     0.394707     0.563643      36.1127
     0.326455     0.529654      31.0328
     0.565931     0.837774      42.3673
     0.515187     0.705408      37.3484
     0.630210     0.977262      36.6009
     0.552336     0.782909      36.0822
     0.231083     0.443569      30.7735
     0.416931     0.570690      30.0413
     0.399082     0.566317      36.9823
     0.320936     0.511663      30.0260
     0.567176     0.830582      32.2685
     0.398014     0.569294      32.7414
     0.264136     0.471123      30.9871
     0.551540     0.808126      31.8261
     0.251328     0.451761      31.8261
     0.372889     0.546965      30.2548
     0.376116     0.556921      30.5294
     0.417576     0.564936      30.9566
     0.656546      1.01950      31.4600
     0.537668     0.787354      31.4752
     0.450878     0.617403      34.0381
     0.431969     0.590105      32.0854
     0.256736     0.461306      34.7093
     0.470608     0.657957      31.7346
     0.639757      1.00137      34.5415
     0.634808     0.992702      36.1280
     0.431479     0.600824      31.3379
     0.362227     0.533100      31.1091
     0.527965     0.758352      30.2701
     0.456288     0.638605      33.1380
     0.551761     0.833679      31.1244
     0.482806     0.667017      30.8498
     0.380848     0.548523      30.7430
     0.426884     0.599932      31.2006
     0.647835      1.00154      32.5126
     0.643878      1.00566      34.4499
     0.426670     0.587513      30.9718
     0.633013     0.986742      34.9991
     0.623320     0.964043      34.7398
     0.644016     0.990772      44.0606
     0.658623      1.01017      30.8955
     0.542215     0.797806      32.4668
     0.531558     0.748665      35.4720
     0.389448     0.567080      32.6041
     0.215984     0.423117      30.9718
     0.470596     0.654329      30.9871
     0.475031     0.656645      30.6972
     0.665135      1.02476      34.5262
     0.543089     0.787748      38.0806
     0.423937     0.590332      31.4142
     0.446328     0.608858      31.5820
     0.539360     0.767233      37.5009
     0.496132     0.728615      32.4973
     0.607119     0.961750      34.9991
     0.498732     0.712957      31.0023
     0.578766     0.837990      33.2906
     0.493249     0.686293      33.5957
     0.442956     0.615900      36.0365
     0.276847     0.477766      32.2532
     0.611498     0.955214      34.9686
     0.402099     0.572428      30.1023
     0.653285      1.00892      34.6483
     0.423386     0.581686      30.0718
     0.532345     0.783636      42.7181
     0.601758     0.949097      36.7992
     0.538679     0.797853      34.4957
     0.547689     0.800596      35.4720
     0.499020     0.710453      32.3295
     0.524173     0.742939      35.3652
     0.502355     0.705441      32.8329
     0.555561     0.816822      39.5909
     0.635736     0.995380      39.3468
     0.438834     0.616337      30.0413
     0.359660     0.541420      31.8871
     0.726488      1.08754      31.4142
     0.528175     0.759577      30.7125
     0.582964     0.869984      32.9244
     0.519458     0.736042      30.9718
     0.374448     0.560900      32.3905
     0.598265     0.928608      36.8297
     0.431599     0.585808      32.0549
     0.473868     0.663910      31.1549
     0.405650     0.577396      38.1111
     0.616191     0.955322      41.8028
     0.629117     0.976025      31.1091
     0.619401     0.955002      36.7229
     0.403277     0.576256      31.8566
     0.620501     0.968868      36.5856
     0.518109     0.739172      33.9313
     0.470544     0.674149      41.2384
     0.661625      1.01246      33.6262
     0.366156     0.562651      33.0312
     0.552261     0.803484      33.9465
     0.509205     0.724926      32.8787
     0.475507     0.673023      37.5467
     0.388644     0.580286      32.1159
     0.438657     0.595779      31.5210
     0.390809     0.569500      32.9702
     0.565050     0.835512      30.5904
     0.438061     0.608706      32.1312
     0.606213     0.959459      35.8076
     0.598627     0.897934      35.3958
     0.410525     0.567883      30.6820
     0.427226     0.595633      32.8939
     0.523845     0.774332      35.0601
     0.508981     0.695768      31.1549
     0.668890      1.02734      40.5977
     0.300761     0.491644      33.5957
     0.536201     0.792772      33.2906
     0.627185     0.968899      32.2837
     0.242631     0.450491      33.5499
     0.544015     0.824335      30.2396
     0.310803     0.499798      31.4142
     0.282244     0.484171      36.5399
     0.591815     0.916283      36.1890
     0.267319     0.457506      31.3074
     0.640960     0.975794      31.3684
     0.575136     0.871944      30.1328
     0.421451     0.580158      33.9008
     0.588476     0.920378      35.6246
     0.489846     0.684690      31.4600
     0.350972     0.562387      30.3311
     0.650518      1.02109      33.1685
     0.498521     0.700031      30.5599
     0.529415     0.749287      30.6209
     0.596797     0.894531      31.1701
     0.418403     0.593340      32.2532
     0.408113     0.567810      39.8960
     0.614711     0.933937      31.0633
     0.415223     0.569141      30.9871
     0.596407     0.897243      33.0312
     0.614086     0.953218      31.3684
     0.583197     0.896591      30.6820
     0.360631     0.546938      36.7992
     0.544887     0.801706      31.9939
     0.347157     0.532614      30.7582
     0.367339     0.555300      38.5688
     0.624365     0.957714      34.5872
     0.317941     0.513201      31.2464
     0.579194     0.846622      30.4074
     0.565673     0.837576      31.0633
     0.561124     0.801676      35.9754
     0.412851     0.569887      34.0533
     0.479941     0.683653      34.9686
     0.584615     0.923693      32.4363
     0.220931     0.457314      34.2821
     0.655510      1.02794      36.4331
     0.615368     0.921387      34.9991
     0.627014     0.962309      34.0533
     0.483147     0.663631      30.7430
     0.397463     0.561968      30.4531
     0.359013     0.559275      32.8939
     0.583523     0.875515      31.4142
     0.588567     0.894413      35.7466
     0.667990      1.01835      36.2195
     0.594276     0.905882      36.7382
     0.590248     0.876045      31.8566
     0.514348     0.743824      32.4821
     0.675726      1.04888      33.5652
     0.415920     0.584694      30.6209
     0.553361     0.830189      32.5126
     0.359115     0.540237      32.6651
     0.630830     0.955143      44.9911
     0.573882     0.860960      37.6687
     0.529378     0.768978      30.7430
     0.455562     0.636967      30.2853
     0.428828     0.580183      31.2617
     0.516710     0.725067      31.1396
     0.575697     0.851992      30.4837
     0.408484     0.561272      30.1633
     0.643725      1.02022      34.0228
     0.478534     0.661676      32.1007
     0.520487     0.735392      32.4210
     0.577848     0.878988      38.9044
     0.587504     0.898674      35.5636
     0.480057     0.673183      31.3837
     0.619334     0.970205      32.5583
     0.626594     0.956079      31.0939
     0.542518     0.784027      30.2091
     0.663957      1.00840      35.1364
     0.405646     0.593172      35.1212
     0.454105     0.628317      30.7582
     0.642928     0.970280      36.3721
     0.557593     0.807552      30.1328
     0.604607     0.920921      30.9718
     0.528597     0.784584      38.0806
     0.596729     0.909445      31.4905
     0.536053     0.771095      30.3921
     0.429666     0.600458      33.0312
     0.418242     0.571257      30.3921
     0.392723     0.566309      31.7498
     0.584987     0.882376      31.2617
     0.583106     0.861147      30.6209
     0.632425     0.982288      33.7940
     0.580023     0.885780      31.0328
     0.495172     0.681328      32.0549
     0.568907     0.848707      30.7582
     0.542351     0.764818      30.6515
     0.421482     0.587587      31.2006
     0.581029     0.851818      33.0160
     0.620041     0.934898      31.3379
     0.436755     0.599146      30.6667
     0.602182     0.916332      32.3753
     0.508420     0.701811      33.2906
     0.564080     0.816643      30.2091
     0.519253     0.712873      31.3837
     0.610179     0.931732      31.4600
     0.653463      1.02457      34.3127
     0.599714     0.929382      32.6041
     0.577476     0.870081      30.1480
     0.567697     0.836414      31.5973
     0.375729     0.554304      30.2243
     0.597737     0.903738      31.9024
     0.634400     0.971083      35.2585
     0.599301     0.931826      31.3227
     0.498833     0.722775      30.7582
     0.629093     0.999445      32.6041
     0.611150     0.948315      30.2091
     0.614636     0.934252      32.8329
     0.646217      1.00005      30.4379
     0.393564     0.565737      30.6057
     0.629255      1.00551      31.1396
     0.537084     0.762058      30.2701
     0.578500     0.877590      31.7041
     0.535821     0.787565      34.5567
     0.550056     0.794352      37.6382
     0.481699     0.690933      30.4379
     0.597284     0.922953      34.5720
     0.596105     0.920204      31.1549
     0.607094     0.934229      31.6735
     0.627815     0.989996      33.1533
     0.578449     0.890524      34.7856
     0.457639     0.641783      32.4515
     0.644968      1.01600      30.5752
     0.428880     0.590834      33.8703
     0.601515     0.930536      34.4805
     0.590629     0.895111      36.3568
     0.607366     0.916763      33.7940
     0.564417     0.847059      30.7125
     0.609324     0.956585      36.4026
     0.609327     0.983459      33.7787
     0.581953     0.884583      31.5210
     0.660216      1.04225      30.0718
     0.280340     0.479996      30.3616
     0.663179      1.04905      31.7346
     0.495344     0.698179      31.1396
     0.648726     0.995457      34.0838
     0.536799     0.760374      30.5447
     0.571567     0.853209      30.2243
     0.573274     0.867496      35.3042
     0.645720      1.03284      33.7482
     0.557708     0.801003      32.0397
     0.628399     0.970776      34.2974
     0.643848      1.01682      34.0686
     0.587458     0.875751      32.0702
     0.425004     0.574478      30.0718
     0.411749     0.576969      31.4295
     0.586970     0.884277      53.1068
     0.595290     0.912859      32.4668
     0.527361     0.777905      44.1826
     0.496932     0.690012      37.0891
     0.604908     0.919758      30.4379
     0.487846     0.677782      30.5294
     0.593434     0.907465      34.1296
     0.600630     0.922558      40.9181
     0.496238     0.707621      30.5447
     0.262132     0.464548      30.3158
     0.577902     0.879984      34.9839
     0.610430     0.947683      32.3142
     0.463113     0.658947      30.1480
     0.532840     0.780718      31.3684
     0.631778     0.992819      33.2753
     0.599545     0.934950      30.4074
     0.547948     0.807869      30.1633
     0.625480     0.983263      31.2311
     0.379347     0.557709      30.3006
     0.519647     0.737070      31.8719
     0.563032     0.839811      31.8566
     0.666844      1.02881      30.4989
     0.636605     0.995476      37.6535
     0.572354     0.887686      30.4379
     0.576536     0.884861      34.6635
     0.564742     0.837683      31.8413
     0.541736     0.770067      30.1328
     0.618030     0.943747      34.2669
     0.481381     0.674536      30.3464
     0.595638     0.889101      30.2091
     0.599708     0.924259      36.0060
     0.580168     0.866739      30.8345
     0.418871     0.585550      30.4837
     0.456397     0.633125      31.2159
     0.606205     0.926697      30.6057
     0.558045     0.834423      33.4584
     0.562097     0.827553      30.0565
     0.432605     0.590675      31.1091
     0.593387     0.913036      31.5362
     0.537671     0.783360      41.5588
     0.446268     0.637182      31.5210
     0.642000      1.00034      32.2227
     0.602779     0.913855      34.3584
     0.437718     0.615356      30.4379
     0.532198     0.780674      30.1480
     0.455135     0.611851      30.9108
     0.476116     0.653809      30.0260
     0.654361     0.972183      42.3368
     0.459570     0.635155      32.2685
     0.429250     0.592781      31.1396
     0.657482      1.03629      30.1786
     0.611761     0.946362      34.9991
     0.567030     0.855227      35.8382
     0.659603      1.02154      31.3990
     0.545233     0.797312      32.8177
     0.545892     0.789305      32.2532
     0.607921     0.945873      42.1995
     0.622409      1.00711      31.8108
     0.599492     0.933372      30.3006
     0.476629     0.666380      30.5904
     0.448896     0.617661      30.3311
     0.335739     0.533720      30.1480
     0.594120     0.900309      30.4074
     0.601872     0.937199      36.0060
     0.505350     0.724754      31.7803
     0.654658      1.01244      31.9481
     0.630527     0.958755      30.9566
     0.361315     0.553564      31.2006
     0.502573     0.699842      32.1007
     0.560229     0.834772      31.7498
     0.610438     0.957455      33.8092
     0.376939     0.572540      31.2006
     0.623605     0.954557      31.6583
     0.662643      1.02643      36.2805
     0.394647     0.558371      32.0397
     0.575598     0.885571      31.0328
     0.428505     0.591946      31.4600
     0.621143     0.928705      30.4989
     0.638820     0.983171      31.0176
     0.555681     0.800989      35.2432
     0.478268     0.660959      32.7566
     0.543696     0.805527      34.0838
     0.625955     0.976982      32.3448
     0.460257     0.640276      30.5752
     0.857665      1.19880      31.7956
     0.688253      1.08408      32.9550
     0.583183     0.929512      32.6041
     0.527311     0.752911      31.8566
     0.588086     0.897741      37.7755
     0.527614     0.762655      30.8345
     0.610202     0.904093      30.6209
     0.602207     0.916620      31.6735
     0.642715     0.980751      34.2669
     0.606746     0.914749      32.5888
     0.516211     0.755472      33.0007
     0.653628      1.03472      32.2837
     0.572867     0.842459      33.8855
     0.507246     0.709490      30.4074
     0.649668      1.00654      31.5057
     0.640566     0.994701      30.2701
     0.538092     0.772856      30.3921
     0.602962     0.919125      35.1059
     0.336880     0.515814      32.3905
     0.512238     0.724606      31.6583
     0.605514     0.935404      33.7787
     0.644107      1.00087      30.9871
     0.595457     0.928400      30.3616
     0.646539      1.01376      31.3074
     0.672264      1.09233      33.5194
     0.610179     0.951729      31.6278
     0.661464      1.03601      30.3464
     0.533428     0.759811      32.2227
     0.614366     0.948595      30.5752
     0.557275     0.810781      32.3448
     0.609394     0.990265      33.2753
